avg_key_duration,std_key_duration,avg_interval,std_interval,num_events,label
0.397828962802887,3.853380439902114,0.1592566852862488,0.2497772092156797,2215,human
0.0016473491175645063,0.034555120181769206,0.20210964915159746,0.008495679289992331,1764,bot
0.00030253919969148004,0.003408514177076279,0.20262816205250758,0.0009486486313882514,1774,bot
0.42405121996002426,4.490546939487173,0.13192490133685064,0.11905283661852525,2702,human
0.0007669920301706778,0.008445423942992794,0.20313170053300814,0.012332961833010367,1770,bot
0.1511250347771904,0.16494411421320718,0.1868897708888832,0.35358263208079244,1913,human
