event,key,timestamp,label
keydown,Key.enter,1753188667.1368675,bot
keyup,Key.enter,1753188667.2385707,bot
keydown,h,1753188667.3119214,bot
keyup,h,1753188667.3129816,bot
keydown,e,1753188667.516487,bot
keyup,e,1753188667.517771,bot
keydown,l,1753188667.7200046,bot
keyup,l,1753188667.7204196,bot
keydown,l,1753188667.923086,bot
keyup,l,1753188667.9235046,bot
keydown,o,1753188668.1258736,bot
keyup,o,1753188668.12602,bot
keydown,Key.space,1753188668.3285892,bot
keyup,Key.space,1753188668.328717,bot
keydown,w,1753188668.5311928,bot
keyup,w,1753188668.531732,bot
keydown,o,1753188668.733934,bot
keyup,o,1753188668.7340674,bot
keydown,r,1753188668.936285,bot
keyup,r,1753188668.9364555,bot
keydown,l,1753188669.13882,bot
keyup,l,1753188669.13895,bot
keydown,d,1753188669.3415658,bot
keyup,d,1753188669.3417158,bot
keydown,Key.space,1753188669.5442927,bot
keyup,Key.space,1753188669.5444734,bot
keydown,h,1753188669.746917,bot
keyup,h,1753188669.7470653,bot
keydown,e,1753188669.949741,bot
keyup,e,1753188669.949915,bot
keydown,l,1753188670.1524005,bot
keyup,l,1753188670.152505,bot
keydown,l,1753188670.3549948,bot
keyup,l,1753188670.3551357,bot
keydown,o,1753188670.5571523,bot
keyup,o,1753188670.5572522,bot
keydown,Key.space,1753188670.7594438,bot
keyup,Key.space,1753188670.759634,bot
keydown,w,1753188670.961899,bot
keyup,w,1753188670.9620004,bot
keydown,o,1753188671.1643434,bot
keyup,o,1753188671.1645255,bot
keydown,r,1753188671.3668027,bot
keyup,r,1753188671.366942,bot
keydown,l,1753188671.5691004,bot
keyup,l,1753188671.5692058,bot
keydown,d,1753188671.77154,bot
keyup,d,1753188671.7716873,bot
keydown,Key.space,1753188671.9740055,bot
keyup,Key.space,1753188671.9741411,bot
keydown,h,1753188672.1766157,bot
keyup,h,1753188672.1767766,bot
keydown,e,1753188672.3791728,bot
keyup,e,1753188672.3793323,bot
keydown,l,1753188672.5819256,bot
keyup,l,1753188672.5820303,bot
keydown,l,1753188672.7847078,bot
keyup,l,1753188672.7848768,bot
keydown,o,1753188672.987297,bot
keyup,o,1753188672.9875746,bot
keydown,Key.space,1753188673.1901007,bot
keyup,Key.space,1753188673.1902065,bot
keydown,w,1753188673.3924668,bot
keyup,w,1753188673.3925838,bot
keydown,o,1753188673.5951455,bot
keyup,o,1753188673.5952992,bot
keydown,r,1753188673.7978337,bot
keyup,r,1753188673.7979953,bot
keydown,l,1753188674.000464,bot
keyup,l,1753188674.000633,bot
keydown,d,1753188674.2032306,bot
keyup,d,1753188674.203337,bot
keydown,Key.space,1753188674.4058552,bot
keyup,Key.space,1753188674.4060133,bot
keydown,h,1753188674.6084797,bot
keyup,h,1753188674.608642,bot
keydown,e,1753188674.8111975,bot
keyup,e,1753188674.8113072,bot
keydown,l,1753188675.0138876,bot
keyup,l,1753188675.0140514,bot
keydown,l,1753188675.2164452,bot
keyup,l,1753188675.2167819,bot
keydown,o,1753188675.419165,bot
keyup,o,1753188675.4192686,bot
keydown,Key.space,1753188675.6217418,bot
keyup,Key.space,1753188675.6218653,bot
keydown,w,1753188675.8242652,bot
keyup,w,1753188675.8243668,bot
keydown,o,1753188676.027026,bot
keyup,o,1753188676.027153,bot
keydown,r,1753188676.2292583,bot
keyup,r,1753188676.2294562,bot
keydown,l,1753188676.4317956,bot
keyup,l,1753188676.431989,bot
keydown,d,1753188676.6345766,bot
keyup,d,1753188676.6347146,bot
keydown,Key.space,1753188676.8372216,bot
keyup,Key.space,1753188676.837342,bot
keydown,h,1753188677.039926,bot
keyup,h,1753188677.040082,bot
keydown,e,1753188677.2424958,bot
keyup,e,1753188677.242671,bot
keydown,l,1753188677.44528,bot
keyup,l,1753188677.4455726,bot
keydown,l,1753188677.6479442,bot
keyup,l,1753188677.6481166,bot
keydown,o,1753188677.8506835,bot
keyup,o,1753188677.8508673,bot
keydown,Key.space,1753188678.053432,bot
keyup,Key.space,1753188678.0535843,bot
keydown,w,1753188678.2559202,bot
keyup,w,1753188678.256046,bot
keydown,o,1753188678.4586763,bot
keyup,o,1753188678.458848,bot
keydown,r,1753188678.6614928,bot
keyup,r,1753188678.6616275,bot
keydown,l,1753188678.8641894,bot
keyup,l,1753188678.8643296,bot
keydown,d,1753188679.066858,bot
keyup,d,1753188679.0669637,bot
keydown,Key.space,1753188679.2691078,bot
keyup,Key.space,1753188679.2693067,bot
keydown,h,1753188679.4715405,bot
keyup,h,1753188679.4716716,bot
keydown,e,1753188679.6740606,bot
keyup,e,1753188679.6742103,bot
keydown,l,1753188679.8764982,bot
keyup,l,1753188679.8766205,bot
keydown,l,1753188680.0791688,bot
keyup,l,1753188680.0792975,bot
keydown,o,1753188680.2817762,bot
keyup,o,1753188680.2818952,bot
keydown,Key.space,1753188680.4840791,bot
keyup,Key.space,1753188680.4842017,bot
keydown,w,1753188680.6864371,bot
keyup,w,1753188680.6865618,bot
keydown,o,1753188680.8889353,bot
keyup,o,1753188680.8890545,bot
keydown,r,1753188681.0915859,bot
keyup,r,1753188681.0917597,bot
keydown,l,1753188681.2940433,bot
keyup,l,1753188681.294175,bot
keydown,d,1753188681.4963725,bot
keyup,d,1753188681.4965885,bot
keydown,Key.space,1753188681.6987863,bot
keyup,Key.space,1753188681.6989555,bot
keydown,h,1753188681.9011796,bot
keyup,h,1753188681.9014373,bot
keydown,e,1753188682.103297,bot
keyup,e,1753188682.1034532,bot
keydown,l,1753188682.305914,bot
keyup,l,1753188682.3060863,bot
keydown,l,1753188682.5086615,bot
keyup,l,1753188682.5088422,bot
keydown,o,1753188682.711332,bot
keyup,o,1753188682.7119296,bot
keydown,Key.space,1753188682.914184,bot
keyup,Key.space,1753188682.914313,bot
keydown,w,1753188683.1169515,bot
keyup,w,1753188683.1170785,bot
keydown,o,1753188683.3195374,bot
keyup,o,1753188683.319649,bot
keydown,r,1753188683.5222895,bot
keyup,r,1753188683.5225031,bot
keydown,l,1753188683.725018,bot
keyup,l,1753188683.725202,bot
keydown,d,1753188683.92768,bot
keyup,d,1753188683.9278064,bot
keydown,Key.space,1753188684.1301332,bot
keyup,Key.space,1753188684.1302233,bot
keydown,h,1753188684.3328257,bot
keyup,h,1753188684.3329577,bot
keydown,e,1753188684.5354161,bot
keyup,e,1753188684.5355647,bot
keydown,l,1753188684.7381663,bot
keyup,l,1753188684.7382636,bot
keydown,l,1753188684.9408135,bot
keyup,l,1753188684.9409745,bot
keydown,o,1753188685.1435251,bot
keyup,o,1753188685.143679,bot
keydown,Key.space,1753188685.3463278,bot
keyup,Key.space,1753188685.3464665,bot
keydown,w,1753188685.5489078,bot
keyup,w,1753188685.5493248,bot
keydown,o,1753188685.7516572,bot
keyup,o,1753188685.7518592,bot
keydown,r,1753188685.9543104,bot
keyup,r,1753188685.954446,bot
keydown,l,1753188686.156954,bot
keyup,l,1753188686.1575267,bot
keydown,d,1753188686.3597114,bot
keyup,d,1753188686.3598363,bot
keydown,Key.space,1753188686.5623395,bot
keyup,Key.space,1753188686.5625496,bot
keydown,h,1753188686.765217,bot
keyup,h,1753188686.7654293,bot
keydown,e,1753188686.967859,bot
keyup,e,1753188686.9680092,bot
keydown,l,1753188687.1705341,bot
keyup,l,1753188687.1708634,bot
keydown,l,1753188687.3733442,bot
keyup,l,1753188687.3738997,bot
keydown,o,1753188687.5759962,bot
keyup,o,1753188687.576464,bot
