event_code,key_code,timestamp,label
1,3,1753192225.5404634,bot
0,3,1753192225.657603,bot
1,3,1753192225.719312,bot
0,3,1753192225.8368351,bot
1,0,1753192226.1250632,bot
0,0,1753192226.2697732,bot
1,1,1753192226.6304865,bot
0,1,1753192226.7534544,bot
1,6,1753192226.7997274,bot
0,6,1753192226.801056,bot
1,5,1753192227.004527,bot
0,5,1753192227.0053344,bot
1,7,1753192227.2078986,bot
0,7,1753192227.2080753,bot
1,7,1753192227.4108942,bot
0,7,1753192227.4109938,bot
1,8,1753192227.613575,bot
0,8,1753192227.6137838,bot
1,2,1753192227.8163266,bot
0,2,1753192227.8164625,bot
1,10,1753192228.0194762,bot
0,10,1753192228.0195503,bot
1,8,1753192228.2220004,bot
0,8,1753192228.222102,bot
1,9,1753192228.4241078,bot
0,9,1753192228.424204,bot
1,7,1753192228.6265185,bot
0,7,1753192228.6267323,bot
1,4,1753192228.8291764,bot
0,4,1753192228.8294072,bot
1,2,1753192229.0320084,bot
0,2,1753192229.0321412,bot
1,6,1753192229.2344837,bot
0,6,1753192229.2347794,bot
1,5,1753192229.4374585,bot
0,5,1753192229.4375856,bot
1,7,1753192229.6400971,bot
0,7,1753192229.640191,bot
1,7,1753192229.842858,bot
0,7,1753192229.8430617,bot
1,8,1753192230.0458634,bot
0,8,1753192230.045959,bot
1,2,1753192230.2484026,bot
0,2,1753192230.2485015,bot
1,10,1753192230.451068,bot
0,10,1753192230.451276,bot
1,8,1753192230.653978,bot
0,8,1753192230.6541028,bot
1,9,1753192230.8567286,bot
0,9,1753192230.8568594,bot
1,7,1753192231.059029,bot
0,7,1753192231.0591657,bot
1,4,1753192231.2616143,bot
0,4,1753192231.2617936,bot
1,2,1753192231.464284,bot
0,2,1753192231.4644644,bot
1,6,1753192231.6664958,bot
0,6,1753192231.6667054,bot
1,5,1753192231.869052,bot
0,5,1753192231.8692143,bot
1,7,1753192232.0717435,bot
0,7,1753192232.0718677,bot
1,7,1753192232.274504,bot
0,7,1753192232.274719,bot
1,8,1753192232.477224,bot
0,8,1753192232.477392,bot
1,2,1753192232.6798897,bot
0,2,1753192232.6800094,bot
1,10,1753192232.8825097,bot
0,10,1753192232.882723,bot
1,8,1753192233.085167,bot
0,8,1753192233.085285,bot
1,9,1753192233.2878206,bot
0,9,1753192233.288052,bot
1,7,1753192233.490563,bot
0,7,1753192233.4910927,bot
1,4,1753192233.69386,bot
0,4,1753192233.6939826,bot
1,2,1753192233.896486,bot
0,2,1753192233.8968065,bot
1,6,1753192234.0993638,bot
0,6,1753192234.0995572,bot
1,5,1753192234.3018727,bot
0,5,1753192234.3020923,bot
1,7,1753192234.504152,bot
0,7,1753192234.5043058,bot
1,7,1753192234.7068143,bot
0,7,1753192234.706982,bot
1,8,1753192234.909413,bot
0,8,1753192234.9097378,bot
1,2,1753192235.1123755,bot
0,2,1753192235.1126945,bot
1,10,1753192235.315305,bot
0,10,1753192235.3154728,bot
1,8,1753192235.5171292,bot
0,8,1753192235.5174065,bot
1,9,1753192235.719983,bot
0,9,1753192235.7201471,bot
1,7,1753192235.922845,bot
0,7,1753192235.923012,bot
1,4,1753192236.1256118,bot
0,4,1753192236.125774,bot
1,2,1753192236.3281736,bot
0,2,1753192236.328335,bot
1,6,1753192236.5305464,bot
0,6,1753192236.5306966,bot
1,5,1753192236.7328184,bot
0,5,1753192236.73321,bot
1,7,1753192236.9359417,bot
