event_code,key_code,timestamp,label
1,0,1753188667.1368675,bot
0,0,1753188667.2385707,bot
1,4,1753188667.3119214,bot
0,4,1753188667.3129816,bot
1,3,1753188667.516487,bot
0,3,1753188667.517771,bot
1,5,1753188667.7200046,bot
0,5,1753188667.7204196,bot
1,5,1753188667.923086,bot
0,5,1753188667.9235046,bot
1,6,1753188668.1258736,bot
0,6,1753188668.12602,bot
1,1,1753188668.3285892,bot
0,1,1753188668.328717,bot
1,8,1753188668.5311928,bot
0,8,1753188668.531732,bot
1,6,1753188668.733934,bot
0,6,1753188668.7340674,bot
1,7,1753188668.936285,bot
0,7,1753188668.9364555,bot
1,5,1753188669.13882,bot
0,5,1753188669.13895,bot
1,2,1753188669.3415658,bot
0,2,1753188669.3417158,bot
1,1,1753188669.5442927,bot
0,1,1753188669.5444734,bot
1,4,1753188669.746917,bot
0,4,1753188669.7470653,bot
1,3,1753188669.949741,bot
0,3,1753188669.949915,bot
1,5,1753188670.1524005,bot
0,5,1753188670.152505,bot
1,5,1753188670.3549948,bot
0,5,1753188670.3551357,bot
1,6,1753188670.5571525,bot
0,6,1753188670.5572522,bot
1,1,1753188670.7594438,bot
0,1,1753188670.759634,bot
1,8,1753188670.961899,bot
0,8,1753188670.9620004,bot
1,6,1753188671.1643434,bot
0,6,1753188671.1645255,bot
1,7,1753188671.3668027,bot
0,7,1753188671.366942,bot
1,5,1753188671.5691004,bot
0,5,1753188671.5692058,bot
1,2,1753188671.77154,bot
0,2,1753188671.7716873,bot
1,1,1753188671.9740057,bot
0,1,1753188671.9741411,bot
1,4,1753188672.1766157,bot
0,4,1753188672.1767766,bot
1,3,1753188672.3791728,bot
0,3,1753188672.3793323,bot
1,5,1753188672.5819256,bot
0,5,1753188672.5820303,bot
1,5,1753188672.7847078,bot
0,5,1753188672.7848768,bot
1,6,1753188672.987297,bot
0,6,1753188672.9875746,bot
1,1,1753188673.190101,bot
0,1,1753188673.1902063,bot
1,8,1753188673.3924668,bot
0,8,1753188673.3925838,bot
1,6,1753188673.5951457,bot
0,6,1753188673.5952992,bot
1,7,1753188673.7978337,bot
0,7,1753188673.797995,bot
1,5,1753188674.000464,bot
0,5,1753188674.000633,bot
1,2,1753188674.2032306,bot
0,2,1753188674.203337,bot
1,1,1753188674.4058552,bot
0,1,1753188674.4060133,bot
1,4,1753188674.6084795,bot
0,4,1753188674.608642,bot
1,3,1753188674.8111975,bot
0,3,1753188674.8113072,bot
1,5,1753188675.0138876,bot
0,5,1753188675.0140514,bot
1,5,1753188675.2164452,bot
0,5,1753188675.216782,bot
1,6,1753188675.419165,bot
0,6,1753188675.4192686,bot
1,1,1753188675.6217418,bot
0,1,1753188675.6218653,bot
1,8,1753188675.8242652,bot
0,8,1753188675.8243668,bot
1,6,1753188676.027026,bot
0,6,1753188676.027153,bot
1,7,1753188676.2292583,bot
0,7,1753188676.2294562,bot
1,5,1753188676.4317956,bot
0,5,1753188676.431989,bot
1,2,1753188676.6345766,bot
0,2,1753188676.6347146,bot
1,1,1753188676.8372216,bot
0,1,1753188676.837342,bot
1,4,1753188677.039926,bot
0,4,1753188677.040082,bot
1,3,1753188677.2424958,bot
0,3,1753188677.242671,bot
1,5,1753188677.44528,bot
0,5,1753188677.4455726,bot
1,5,1753188677.6479442,bot
0,5,1753188677.6481166,bot
1,6,1753188677.8506837,bot
0,6,1753188677.8508673,bot
1,1,1753188678.053432,bot
0,1,1753188678.0535843,bot
1,8,1753188678.2559202,bot
0,8,1753188678.256046,bot
1,6,1753188678.4586763,bot
0,6,1753188678.458848,bot
1,7,1753188678.6614928,bot
0,7,1753188678.6616275,bot
1,5,1753188678.8641894,bot
0,5,1753188678.8643296,bot
1,2,1753188679.066858,bot
0,2,1753188679.0669637,bot
1,1,1753188679.2691078,bot
0,1,1753188679.269307,bot
1,4,1753188679.4715405,bot
0,4,1753188679.4716716,bot
1,3,1753188679.6740606,bot
0,3,1753188679.6742103,bot
1,5,1753188679.8764982,bot
0,5,1753188679.8766203,bot
1,5,1753188680.0791688,bot
0,5,1753188680.0792975,bot
1,6,1753188680.2817762,bot
0,6,1753188680.2818952,bot
1,1,1753188680.4840791,bot
0,1,1753188680.4842017,bot
1,8,1753188680.6864371,bot
0,8,1753188680.6865618,bot
1,6,1753188680.888935,bot
0,6,1753188680.8890543,bot
1,7,1753188681.091586,bot
0,7,1753188681.0917597,bot
1,5,1753188681.2940433,bot
0,5,1753188681.294175,bot
1,2,1753188681.4963725,bot
0,2,1753188681.4965885,bot
1,1,1753188681.6987865,bot
0,1,1753188681.6989555,bot
1,4,1753188681.9011796,bot
0,4,1753188681.9014373,bot
1,3,1753188682.103297,bot
0,3,1753188682.1034532,bot
1,5,1753188682.305914,bot
0,5,1753188682.3060863,bot
1,5,1753188682.5086615,bot
0,5,1753188682.5088422,bot
1,6,1753188682.711332,bot
0,6,1753188682.7119296,bot
1,1,1753188682.914184,bot
0,1,1753188682.914313,bot
1,8,1753188683.1169517,bot
0,8,1753188683.1170783,bot
1,6,1753188683.3195374,bot
0,6,1753188683.319649,bot
1,7,1753188683.5222895,bot
0,7,1753188683.5225031,bot
1,5,1753188683.725018,bot
0,5,1753188683.725202,bot
1,2,1753188683.92768,bot
0,2,1753188683.9278064,bot
1,1,1753188684.1301332,bot
0,1,1753188684.1302233,bot
1,4,1753188684.3328257,bot
0,4,1753188684.3329575,bot
1,3,1753188684.535416,bot
0,3,1753188684.535565,bot
1,5,1753188684.7381663,bot
